2012,3417,מחקר ופיתוח תשתית,449,-2868,,,,,,,
2012,3418,רזרבה להתייקרויות,1937,0,,,,,,,
2012,,,,,,,,,,,
2012,3501,הועדה לאנרגיה אטומית,147927,142560,2013,"""003501""",הועדה לאנרגיה אטומית,147927,,,
,,,,,,,,,,,
2012,3601,מינהל ושירותים,255042,360052,2013,"""003630""",שכר ותפעול,446085,,,
2012,3602,עידוד התעשייה - שרותים,2640,41580,2013,"""003640""","רגולציה, מחקר ואכיפה -",41864,,,
2012,3606,עידוד סחר חוץ,35249,92265,2013,"""003641""",עידוד תעסוקת הורים,1180853,,,
2012,3608,רזרבה,8657,0,2013,"""003642""",עידוד תעסוקת אוכלוסיות,204774,,,
2012,3610,"תוכניות לחיזוק הצפון,",0,3467,2013,"""003643""",שירות התעסוקה,192878,,,
2012,3611,השתתפויות,0,0,2013,"""003644""",הכשרה מקצועית -,772352,,,
2012,3613,פיקוח ואכיפה בשוק,37452,44460,2013,"""003645""",רזרבה להתייקרויות,223095,,,
2012,3614,כח אדם תכנון והכוונה,1114307,1026519,2013,"""003660""",מנהלת השירות,0,,,
2012,3615,שירות התעסוקה,136174,197383,2013,"""003699""",חשבון מעבר,0,,,
2012,3617,אגף להכשרה מקצועית,605268,735840,,,,,,,
2012,3624,רזרבה עבודה,224933,4283,,,,,,,
,,,,,,,,,,,
2012,3702,הכשרת כח אדם ושירותי,14582,24663,2013,"""003702""",פיתוח המוצר התיירותי,14860,,,
,,,,,,,,,,,
,,,,,,,,,,,
2012,3901,תחום פעולה כללי,42955,68460,2013,"""003830""",המדען הראשי,1288828,,,
2012,3902,הנדסה ורישוי,0,0,2013,"""003840""",עידוד המגזר העסקי,691007,,,
2012,3904,המועצה לשידורי כבלים,3998,6987,2013,"""003850""",תמיכות בגופים ציבוריים,3667,,,
2012,3906,אגף הספקטרום,49,84,2013,"""003860""",מלאי חירום,20094,,,
2012,3907,פיקוח על בנק הדואר,728,829,2013,"""003880""",רזרבה,57232,,,
2012,3908,המינהלת להסדרת,140,93,2013,"""003911""",מנהל,50611,,,
2012,3910,קידום והסדרת התחרות,1600,1046,2013,"""003912""",רזרבה,1725,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2012,4003,משרד התחבורה-ראשי,190127,218539,2013,"""004050""",משרד ראשי,263622,,,
2012,4005,תעופה אזרחית,24429,25599,2013,"""004051""",תחבורה ימית,7686,,,
